"C.digo";"Nombre";"Formaci.n.posgrado";"Posgrado.en.formaci.n";"Doctores.TC";"Estudiantes.por.docente.TC";"Horas.clase.TC";"Porcentaje.de.profesores.TC";"Horas.clase.MT.TP";"Titularidad";"Titularidad.TC";"Concurso";"Escalaf.n";"Evaluaci.n";"Remuneraci.n.TC";"Remuneraci.n.MT.TP";"Direcci.n.mujeres";"Docencia.mujeres";"Eficiencia.terminal.posgrado";"Eficiencia.terminal.pregrado";"Tasa.de.retenci.n.inicial.pregrado";"Admisi.n.a.estudios.de.pregrado";"Admisi.n.a.estudios.de.posgrado";"Planificaci.n.de.la.investigaci.n";"Investigaci.n.regional";"Producci.n.cient.fica";"Libros.revisados.por.pares";"Uso.del.seguimiento.a.graduados";"Programas.de.vinculaci.n";"Presupuesto.de.programas.de.vinculaci.n";"Rendici.n.anual.de.cuentas";"Transparencia.financiera";"X.tica.y.responsabilidad";"Calidad.del.gasto";"Informaci.n.para.la.evaluaci.n";"R.gimen.acad.mico";"Acci.n.afirmativa";"Espacio.para.estudiantes";"T.tulos.de.libros";"Gesti.n.de.biblioteca";"Consultas.por.usuario";"Conectividad";"Innovaci.n.tecnol.gica";"Cobertura.a.estudiantes";"Calidad.de.aulas";"Oficinas.TC";"Oficinas.MT.TP";"Espacios.de.bienestar";"oferta";"mantenimiento";"INSTITUCION";"CA08";"CA05";"CA03";"CA01";"CA02";"CA07";"CA09";"CA10";"region";"Academia";"Organizacion";"Investigacion";"Infraestructura";"Eficiencia";"factor_ponderacion";"valoracion";"nueva_valoracion";"ctgr"
1031;"UNIVERSIDAD TECNICA PARTICULAR DE LOJA";18,52941176;0,028031496;4,901960784;103,3446809;11,8763847;45,81903455;7,685377665;0,091911765;0,85106383;0;"BAJO";"ALTO";1492,909733;9,457497907;0;100;36,31436314;1,495140792;38,87609075;"ALTO";"BAJO";"ALTO";0,058210784;0,597669229;0,006127451;"ALTO";0;0,699962561;"MEDIO";"MEDIO";"ALTO";0,719556663;"BAJO";"ALTO";"ALTO";50,67758621;5,828823187;"ALTO";8,307400585;117,0216777;"ALTO";66,66666667;93,58974359;0,554245283;6,462121212;"MEDIO";"Pregrado & Posgrado";"Cofinanciada";"UNIVERSIDAD TECNICA PARTICULAR DE LOJA";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"Sierra";0,26;0,538;0,578;0,488;0,535;0,066649209;0,429;0,457592511;"B"
1032;"UNIVERSIDAD TECNOLOGICA EQUINOCCIAL";25,06734007;0,005611222;2,525252525;38,45714286;13,1046572;35,84974166;11,11820173;74,91582492;69,35064935;21,31979695;"ALTO";"ALTO";2318,104223;18,41144509;27,77777778;34,60674157;2,325581395;12,02196138;61,24322069;"ALTO";"ALTO";"MEDIO";0,061728395;0,108588926;0,001402918;"MEDIO";0,288135593;0,77844534;"ALTO";"ALTO";"ALTO";0,509358924;"MEDIO";"ALTO";"MEDIO";23,80487805;2,162300897;"ALTO";231,2488359;93,2879301;"ALTO";89,47368421;82,90598291;3,055555556;8,278350515;"ALTO";"Pregrado & Posgrado";"Cofinanciada";"UNIVERSIDAD TECNOLOGICA EQUINOCCIAL";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"Sierra";0,555;0,179;0,653;0,648;0,637;0,034696625;0,517;0,534938155;"B"
1033;"UNIVERSIDAD DEL AZUAY";23,76518219;0,068202765;0,674763833;124,5166667;10,93520588;76,7921147;9,053791728;44,33198381;90;0;"ALTO";"ALTO";3388,052612;23,39527797;10,25641026;22,83105023;28,65853659;16,69054441;73,49709114;"MEDIO";"ALTO";"BAJO";0,037112011;0,239081184;0;"ALTO";0,019230769;2,709461421;"ALTO";"ALTO";"ALTO";0,324947214;"ALTO";"ALTO";"BAJO";39,9375;4,274341702;"ALTO";521,2968421;71,40052122;"ALTO";83,33333333;91,33333333;0,983606557;7,114754098;"ALTO";"Pregrado & Posgrado";"Cofinanciada";"UNIVERSIDAD DEL AZUAY";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"Sierra";0,545;0,182;0,776;0,757;0,722;0,010373518;0,557;0,56277805;"B"
1034;"UNIVERSIDAD POLITECNICA SALESIANA";14,87830688;0,050331126;0,529100529;58,7015625;20,13237694;46,40540995;17,6978177;10,8994709;33,75;0;"BAJO";"ALTO";1603,263368;11,13035702;12,5;26,21359223;16,17100372;9,636992221;64,30741734;"MEDIO";"BAJO";"MEDIO";0,178130511;0,145279048;0,042328042;"BAJO";0,846153846;2,035602199;"ALTO";"MEDIO";"ALTO";0,289988149;"MEDIO";"ALTO";"ALTO";20,50250557;0,823538722;"ALTO";232,6152344;59,04361683;"ALTO";100;99,77827051;0,67940552;5,25210084;"ALTO";"Pregrado & Posgrado";"Cofinanciada";"UNIVERSIDAD POLITECNICA SALESIANA";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"Sierra";0,241;0,308;0,814;0,758;0,466;0,068106595;0,443;0,473171222;"B"
1036;"UNIVERSIDAD PARTICULAR INTERNACIONAL SEK";34,1218638;0;5,376344086;14,30916031;14,26461988;49,79890011;8,718204775;35,12544803;67,9389313;68,96551724;"ALTO";"ALTO";1644,200804;23,04631074;38,46153846;38,7755102;16,14906832;29,77777778;63,07692308;"ALTO";"MEDIO";"BAJO";0,029868578;0,01434098;0,011947431;"ALTO";0,129032258;0,571048518;"ALTO";"MEDIO";"ALTO";0,284612116;"ALTO";"ALTO";"ALTO";12,77255639;5,298013245;"ALTO";163,0969868;98,45477646;"MEDIO";100;86,07594937;1,423913043;20;"ALTO";"Pregrado & Posgrado";"Privada";"UNIVERSIDAD PARTICULAR INTERNACIONAL SEK";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"Sierra";0,515;0,041;0,736;0,849;0,742;0,00350964;0,52;0,521825013;"B"
1037;"UNIVERSIDAD PARTICULAR DE ESPECIALIDADES ESPIRITU SANTO";23,92;0,154545455;0;22,45833333;17,62500855;52,68817204;15,13672007;13,6;18,05555556;0;"BAJO";"MEDIO";1786,281162;14,56849156;33,33333333;44,11764706;12,06896552;5,365853659;40,42553191;"ALTO";"ALTO";"BAJO";0,25;0,055137533;0;"ALTO";0,058823529;0,231059102;"MEDIO";"MEDIO";"ALTO";0,486132834;"ALTO";"ALTO";"MEDIO";13,33114035;3,599299144;"ALTO";10,25492958;22,81046965;"ALTO";88,23529412;100;4,114285714;2,571428571;"ALTO";"Pregrado & Posgrado";"Privada";"UNIVERSIDAD PARTICULAR DE ESPECIALIDADES ESPIRITU SANTO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"Costa";0,349;0,066;0,691;0,618;0,596;0,004517377;0,412;0,413861159;"C"
1038;"UNIVERSIDAD SAN FRANCISCO DE QUITO";42,4122807;0,048120301;33,99122807;36,34782609;6,123763314;56,98048153;4,06674783;23,02631579;1,630434783;0;"BAJO";"ALTO";3266,737427;50,1134442;18,18181818;20;29,32692308;7,544757033;6,135225376;"ALTO";"ALTO";"ALTO";0,274122807;6,433363534;0,087719298;"ALTO";3,850574713;1,069861237;"MEDIO";"MEDIO";"MEDIO";0,244244857;"ALTO";"ALTO";"ALTO";24,23134328;22,50665958;"ALTO";325,0393395;118,986412;"ALTO";100;100;0,721568627;3,942028986;"ALTO";"Pregrado & Posgrado";"Privada";"UNIVERSIDAD SAN FRANCISCO DE QUITO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"Sierra";0,677;0,722;0,955;0,875;0,524;0,00877881;0,746;0,752548992;"A"
1040;"UNIVERSIDAD DE LAS AMERICAS";17,02633815;0;0,849617672;34,18691589;13,05559437;19,26272066;6,461949105;0,339847069;1,246105919;0;"BAJO";"ALTO";1712,866015;11,38339239;1,408450704;0;37,64705882;26,91269127;99,72838388;"ALTO";"ALTO";"BAJO";0,012744265;0,070155933;0;"MEDIO";0,080645161;3,408851448;"ALTO";"ALTO";"ALTO";0,42007974;"MEDIO";"ALTO";"MEDIO";15,60014306;1,401778987;"ALTO";314,177699;27,59333071;"ALTO";87,5;94,06392694;1;20,87804878;"MEDIO";"Pregrado & Posgrado";"Privada";"UNIVERSIDAD DE LAS AMERICAS";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"Sierra";0,235;0,073;0,718;0,657;0,656;0,019778699;0,384;0,39159502;"C"
1041;"UNIVERSIDAD INTERNACIONAL DEL ECUADOR";15,48571429;0,006666667;0;38,15656566;9,896089272;48,82426415;7,34375494;13,28571429;25,25252525;11,11111111;"ALTO";"ALTO";1633,982047;13,67915058;0;31,1827957;85;18,06282723;69,05041032;"ALTO";"ALTO";"MEDIO";0,00952381;0,019537262;0,002380952;"ALTO";0,01754386;1,707001646;"MEDIO";"MEDIO";"ALTO";0,940015862;"MEDIO";"ALTO";"ALTO";17,4934555;13,56810932;"ALTO";30,38437979;28,73237436;"ALTO";100;99,35064935;0,916666667;7,419753086;"ALTO";"Pregrado & Posgrado";"Privada";"UNIVERSIDAD INTERNACIONAL DEL ECUADOR";"NO";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"Sierra";0,311;0,099;0,843;0,563;0,738;0,004848343;0,443;0,445147816;"C"
1042;"UNIVERSIDAD REGIONAL AUTONOMA DE LOS ANDES";18,47402597;0;1,082251082;23,4969697;21,24600019;41,50700554;15,14227043;57,46753247;63,03030303;73,33333333;"ALTO";"ALTO";1249,722751;6,317585971;20;35,31073446;17,0746634;13,69221767;57,24672807;"ALTO";"MEDIO";"BAJO";0,098755411;0;0,002705628;"ALTO";0,068493151;3,204691748;"ALTO";"MEDIO";"ALTO";0,369966602;"MEDIO";"ALTO";"MEDIO";13,54790419;0,627950051;"ALTO";46,27654065;136,3112532;"ALTO";100;91,26213592;1,633663366;1,894039735;"ALTO";"Pregrado & Posgrado";"Privada";"UNIVERSIDAD REGIONAL AUTONOMA DE LOS ANDES";"NO";"SI";"SI";"SI";"SI";"NO";"SI";"SI";"Sierra";0,348;0,006;0,762;0,67;0,646;0,010754305;0,424;0,428559825;"C"
1044;"UNIVERSIDAD DEL PACIFICO ESCUELA DE NEGOCIOS";23,7593985;0;5,012531328;22,73529412;8,574511753;83,07242252;6,329631577;22,55639098;82,35294118;0;"MEDIO";"ALTO";1217,294057;9,083026412;23,80952381;23,33333333;7,692307692;13,97849462;51,31578947;"MEDIO";"BAJO";"BAJO";0,037593985;0;0;"ALTO";0,1;1,424926764;"ALTO";"ALTO";"ALTO";0,647679637;"MEDIO";"ALTO";"ALTO";11,04285714;3,593790427;"ALTO";343,5;68,20119352;"ALTO";100;97,56097561;1,096774194;2,828571429;"ALTO";"Pregrado & Posgrado";"Privada";"UNIVERSIDAD DEL PACIFICO ESCUELA DE NEGOCIOS";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"Costa";0,381;0,001;0,892;0,691;0,451;0,002825511;0,445;0,446257352;"C"
1045;"UNIVERSIDAD TECNOLOGICA INDOAMERICA";27,10280374;0,008547009;4,153686397;27,56043956;10,93902167;53,82399858;9,365755395;38,94080997;59,89010989;65,41353383;"ALTO";"ALTO";1101,071607;7,967898988;25;36;43,26750449;14,4516129;44,82669426;"ALTO";"ALTO";"MEDIO";0,062305296;0,332606386;0;"ALTO";1,416666667;0,630416147;"ALTO";"ALTO";"ALTO";0,386464222;"ALTO";"ALTO";"ALTO";9,819112628;3,366856143;"ALTO";29,48415393;560,4405139;"ALTO";100;100;1,12345679;12,63636364;"ALTO";"Pregrado & Posgrado";"Privada";"UNIVERSIDAD TECNOLOGICA INDOAMERICA";"NO";"SI";"SI";"SI";"NO";"SI";"SI";"NO";"Sierra";0,419;0,41;0,798;0,877;0,814;0,005527581;0,578;0,581194942;"B"
1049;"UNIVERSIDAD CASA GRANDE";18,34482759;0,037209302;1,149425287;28,78571429;9,956439331;83,20166776;6,34949346;35,86206897;81,63265306;0;"BAJO";"MEDIO";2392,441919;21,86387382;60;71,15384615;0;20,76124567;67,89473684;"MEDIO";"MEDIO";"MEDIO";0;0;0;"MEDIO";0,055555556;3,213235149;"MEDIO";"ALTO";"ALTO";1,430610903;"MEDIO";"ALTO";"ALTO";16,10632184;7,295628903;"ALTO";0;62,23032513;"ALTO";37,5;100;1;3,84;"ALTO";"Pregrado & Posgrado";"Privada";"UNIVERSIDAD CASA GRANDE";"NO";"NO";"SI";"SI";"SI";"NO";"SI";"NO";"Costa";0,545;0,075;0,851;0,578;0,53;0,003203583;0,514;0,515646642;"B"
1050;"UNIVERSIDAD TECNOLOGICA EMPRESARIAL DE GUAYAQUIL";25,20547945;0,333333333;2,283105023;11,81818182;12,62210364;65,98851417;8,499863905;36,98630137;59,09090909;100;"BAJO";"ALTO";1203,719641;8,200547353;44,44444444;48,14814815;45,81005587;3,90625;100;"ALTO";"ALTO";"MEDIO";0,502283105;0;0;"ALTO";0,142857143;3,748616777;"ALTO";"ALTO";"ALTO";0,11450494;"BAJO";"ALTO";"ALTO";5,169014085;14,36512262;"ALTO";60,36291913;297,9735683;"ALTO";100;91,66666667;1,222222222;3,625;"MEDIO";"Pregrado & Posgrado";"Privada";"UNIVERSIDAD TECNOLOGICA EMPRESARIAL DE GUAYAQUIL";"NO";"SI";"SI";"SI";"NO";"SI";"NO";"SI";"Costa";0,437;0,083;0,82;0,619;0,524;0,00268797;0,47;0,471263346;"B"
1051;"UNIVERSIDAD TECNOLOGICA ISRAEL";35,52238806;0;7,462686567;17,79268293;8,537002417;78,51429321;5,602906223;58,20895522;63,41463415;0;"MEDIO";"ALTO";1305,571904;16,70409261;0;20,51282051;100;6,12244898;138,5416667;"MEDIO";"MEDIO";"MEDIO";0;0;0;"ALTO";0,5;2,881844472;"ALTO";"ALTO";"MEDIO";0,921728425;"MEDIO";"ALTO";"ALTO";10,03409091;4,946488556;"MEDIO";24,26923077;65,33642691;"ALTO";100;100;1,051282051;0,577777778;"ALTO";"Pregrado & Posgrado";"Privada";"UNIVERSIDAD TECNOLOGICA ISRAEL";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"Sierra";0,437;0,008;0,808;0,678;0,188;0,002789141;0,438;0,439221644;"C"
1053;"UNIVERSIDAD DE ESPECIALIDADES TURISTICAS";20,43478261;0;0;15,91071429;13,97720009;63,72887865;7,554743855;28,26086957;42,85714286;58,82352941;"BAJO";"ALTO";1533,514055;7,943800435;25;107,6923077;9,090909091;9,090909091;41,73228346;"ALTO";"MEDIO";"MEDIO";1,195652174;0;0;"BAJO";0,8;0,010416237;"ALTO";"MEDIO";"MEDIO";0,789343449;"ALTO";"ALTO";"ALTO";5,883333333;4,600566572;"MEDIO";0;59,12786401;"MEDIO";100;100;1,4;1,636363636;"BAJO";"Pregrado & Posgrado";"Privada";"UNIVERSIDAD DE ESPECIALIDADES TURISTICAS";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"SI";"Sierra";0,351;0,095;0,608;0,593;0,536;0,002648743;0,394;0,395043605;"C"
1056;"UNIVERSIDAD METROPOLITANA";21,25;0,014814815;10,41666667;27,8046875;11,1243424;76,67590726;11,12354078;52,08333333;56,25;0;"BAJO";"MEDIO";1436,156962;24,81647852;0;30,66666667;0;9,580838323;31,54848046;"MEDIO";"BAJO";"MEDIO";0;0;0,011574074;"MEDIO";0,0625;2,591961189;"MEDIO";"BAJO";"MEDIO";0,230485939;"BAJO";"MEDIO";"ALTO";14,16056911;9,438208698;"BAJO";62,57426901;44,45156125;"ALTO";100;83,60655738;1,230769231;5,714285714;"MEDIO";"Pregrado & Posgrado";"Privada";"UNIVERSIDAD METROPOLITANA";"NO";"SI";"SI";"SI";"SI";"NO";"SI";"SI";"Sierra";0,427;0,094;0,663;0,532;0,293;0,003444724;0,405;0,406395113;"C"
1057;"INSTITUTO DE ALTOS ESTUDIOS NACIONALES";33,88059701;0;14,92537313;1,319148936;8,65888901;71,43674216;15,57845816;3,731343284;23,40425532;0;"MEDIO";"ALTO";2671,010464;63,48484848;0;20;1,369863014;0;0;"ALTO";"ALTO";"BAJO";0,105721393;0,093753731;0,037313433;"BAJO";0,333333333;10,69929438;"ALTO";"ALTO";"MEDIO";0,84344795;"MEDIO";"ALTO";"MEDIO";1,169811321;168,9677419;"MEDIO";143,5255102;218,881368;"ALTO";100;100;1,236842105;20;"BAJO";"Posgrado";"P<fa>blica";"INSTITUTO DE ALTOS ESTUDIOS NACIONALES";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"Sierra";0,527;0,08;0,538;0,708;0,4;0,002455581;0,454;0,455114834;"B"
1058;"UNIVERSIDAD ESTATAL AMAZONICA";36,43835616;0,391304348;22,83105023;8,672727273;11,3538278;60,55229717;10,83933881;36,98630137;49,09090909;69,23076923;"ALTO";"MEDIO";2056,010218;52,81122126;6,666666667;11,11111111;0;22;74,28571429;"ALTO";"ALTO";"BAJO";0,205479452;1,080947032;0;"MEDIO";0,75;0,526683472;"ALTO";"ALTO";"MEDIO";1,149604392;"MEDIO";"MEDIO";"MEDIO";11,925;5,083857442;"ALTO";0,565217391;53,37677146;"ALTO";100;100;0,948275862;3;"MEDIO";"Pregrado";"P<fa>blica";"UNIVERSIDAD ESTATAL AMAZONICA";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"SI";"Amazonia";0,563;0,482;0,354;0,79;0,842;0,00266526;0,577;0,578537855;"B"
1059;"UNIVERSIDAD DE OTAVALO";16,5;0;4,166666667;18,46666667;10,52255639;53,99641577;8,709658762;10;26,66666667;0;"BAJO";"MEDIO";1309,047699;12,46039346;0;0;0;41,50943396;71,11111111;"BAJO";"ALTO";"BAJO";0;0;0;"MEDIO";0;1,580352625;"MEDIO";"MEDIO";"BAJO";0,572287039;"MEDIO";"BAJO";"ALTO";7,289473684;12,24909747;"MEDIO";277,070922;103,1738035;"MEDIO";0;100;1,875;6,25;"MEDIO";"Pregrado";"Privada";"UNIVERSIDAD DE OTAVALO";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"Sierra";0,284;0,345;0;0,559;0,7;0,002562092;0,337;0,337863425;"D"
1060;"UNIVERSIDAD PARTICULAR SAN GREGORIO DE PORTOVIEJO";20,16326531;0,024390244;0;36,44565217;14,17360771;38,2830762;9,322915111;0;0;0;"MEDIO";"MEDIO";1386,461971;17,52904925;13,33333333;0;0;16,08751609;99,50617284;"MEDIO";"BAJO";"MEDIO";0;0;0;"ALTO";1,230769231;3,59650671;"ALTO";"MEDIO";"ALTO";0,334889127;"BAJO";"MEDIO";"ALTO";18,62777778;0,755442887;"ALTO";0;58,99679522;"BAJO";100;100;1,508196721;2,28358209;"ALTO";"Pregrado";"Privada";"UNIVERSIDAD PARTICULAR SAN GREGORIO DE PORTOVIEJO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"Costa";0,28;0,83;0,075;0,721;0,291;0,00468888;0,426;0,427997463;"C"
1070;"UNIVERSIDAD DE LOS HEMISFERIOS";26,92307692;0,088372093;4,807692308;15,15555556;11,32276673;93,31541219;6,231204891;62,5;84,44444444;0;"ALTO";"ALTO";2013,212224;28,08623162;50;43,07692308;0;9,352517986;60,29411765;"ALTO";"BAJO";"BAJO";0,272435897;0;0,016025641;"ALTO";0;0,973875285;"MEDIO";"ALTO";"ALTO";0,316497704;"BAJO";"ALTO";"MEDIO";13,11538462;8,980938416;"MEDIO";0;85,40450375;"MEDIO";100;100;2,5;4,538461538;"ALTO";"Pregrado";"Privada";"UNIVERSIDAD DE LOS HEMISFERIOS";"NO";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"Sierra";0,592;0,761;0,027;0,679;0,732;0,002775259;0,568;0,569576347;"B"
1073;"UNIVERSIDAD IBEROAMERICANA DEL ECUADOR";20,86956522;0,055555556;2,415458937;13,81481481;9,636647374;65,1135006;5,621738514;40,57971014;100;100;"ALTO";"ALTO";1229,634433;16,89112583;35,71428571;50;0;24,54545455;27,27272727;"ALTO";"ALTO";"MEDIO";0,048309179;0;0,072463768;"ALTO";0;0,139968199;"ALTO";"MEDIO";"ALTO";0,09274328;"MEDIO";"ALTO";"ALTO";4,601449275;15,03937008;"MEDIO";6,377880184;73,15288954;"MEDIO";100;100;1,35;3,818181818;"MEDIO";"Pregrado";"Privada";"UNIVERSIDAD IBEROAMERICANA DEL ECUADOR";"NO";"NO";"SI";"NO";"SI";"NO";"SI";"NO";"Sierra";0,446;0,521;0,151;0,721;0,706;0,002611111;0,484;0,485263778;"B"
1074;"UNIVERSIDAD POLITECNICA ESTATAL DEL CARCHI";21,67938931;0,015151515;5,089058524;7,573333333;11,19262139;87,96415771;15,28864827;45,80152672;78,66666667;90,47619048;"ALTO";"ALTO";2059,540723;25,87218719;18,75;21,66666667;0;0;35,31598513;"ALTO";"ALTO";"MEDIO";0,470737913;0;0,050890585;"ALTO";0,5;0,886098495;"ALTO";"ALTO";"ALTO";0,310220694;"MEDIO";"ALTO";"MEDIO";2,308943089;6,271126761;"ALTO";679,7485207;56,44983462;"ALTO";71,42857143;94,64285714;1,056338028;2,947368421;"ALTO";"Pregrado";"P<fa>blica";"UNIVERSIDAD POLITECNICA ESTATAL DEL CARCHI";"SI";"SI";"SI";"NO";"NO";"SI";"SI";"SI";"Sierra";0,477;0,891;0,145;0,882;0,701;0,002713547;0,593;0,594609134;"B"
1077;"UNIVERSIDAD TECNOLOGICA ECOTEC";15,43859649;0;2,923976608;47,26923077;14,82522649;54,08395368;7,627256585;21,05263158;15,38461538;0;"BAJO";"ALTO";1323,608434;7,694576721;18,18181818;29,16666667;0;0;58,12619503;"ALTO";"ALTO";"MEDIO";0,270467836;0;0,029239766;"MEDIO";0,052631579;1,987246217;"MEDIO";"ALTO";"ALTO";0,603034469;"MEDIO";"ALTO";"ALTO";58,52380952;0,612693247;"ALTO";0,894957983;30,26329063;"ALTO";100;87,69230769;7,428571429;2,48;"ALTO";"Pregrado";"Privada";"UNIVERSIDAD TECNOLOGICA ECOTEC";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"Costa";0,296;0,57;0,116;0,58;0,65;0,003935522;0,402;0,40358208;"C"
